intern,con_legis_num,congress,legislation_type,chamber,bill_number,title,link,target,is_gold_trap,gold_label,display_order
Lena H.,119_s.2048,119,s,Senate,S. 2048,"A bill to prohibit the purchase of certain securities from covered entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2048,test_119,False,,98
Lena H.,119_s.2550,119,s,Senate,S. 2550,"A bill to provide for international cooperation to secure critical mineral supply chains, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2550,test_119,False,,99
Lena H.,101_s.1278,101,s,Senate,S. 1278,A bill to deny the People's Republic of China most-favored-nation trade treatment.,https://www.congress.gov/bill/101st-congress/senate-bill/1278,gold,True,1,100
Lena H.,119_s.618,119,s,Senate,S. 618,"A bill to prohibit the purchase or lease of agricultural land in the United States by persons associated with certain foreign governments, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/618,test_119,False,,101
Lena H.,119_h.r.4121,119,hr,House,H.R. 4121,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4121,test_119,False,,102
Lena H.,119_h.r.3197,119,hr,House,H.R. 3197,"To amend the Financial Stability Act of 2010 to establish an Advisory Committee on Economic Fallout From Chinese Military Aggression Towards Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3197,test_119,False,,103
Lena H.,119_s.406,119,s,Senate,S. 406,"A bill to authorize an exception to the prohibition on the construction of naval vessels in foreign shipyards, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/406,test_119,False,,104
Lena H.,119_h.r.2659,119,hr,House,H.R. 2659,"To ensure the security and integrity of United States critical infrastructure by establishing an interagency task force and requiring a comprehensive report on the targeting of United States critical infrastructure by Peopleâ€™s Republic of China state-sponsored cyber actors, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2659,test_119,False,,105
Lena H.,119_h.r.1032,119,hr,House,H.R. 1032,"To prohibit Federal spending on funding research in China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1032,test_119,False,,106
Lena H.,115_s.2872,115,s,Senate,S. 2872,"A bill to amend the Congressional Accountability Act of 1995 to reform the procedures provided under such Act for the initiation, investigation, and resolution of claims alleging that employing offices of the legislative branch have violated the rights and protections provided to their employees under such Act, including protections against sexual harassment and discrimination, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/2872,gold,True,0,107
Lena H.,119_h.r.2029,119,hr,House,H.R. 2029,"To revise sections 552, 1461, and 1462 of title 18, United States Code, and section 305 of the Tariff Act of 1930 (19 U.S.C. 1305), and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2029,test_119,False,,108
Lena H.,114_s.3469,114,s,Senate,S. 3469,A bill to reinstate reporting requirements related to United States-Hong Kong relations.,https://www.congress.gov/bill/114th-congress/senate-bill/3469,gold,True,1,109
Lena H.,118_s.2754,118,s,Senate,S. 2754,"A bill to require the Secretary of Health and Human Services to publish all information in the possession of the Department of Health and Human Services relating to the origin of COVID-19, and for other purposes.",https://www.congress.gov/bill/118th-congress/senate-bill/2754,gold,True,1,110
Lena H.,101_s.2944,101,s,Senate,S. 2944,"An original bill to authorize assistance for fiscal year 1991 activities within a comprehensive Support for East European Democracy (SEED) program to promote political and economic transition in countries of Europe emerging from the tyranny and legacy of communist rule, to authorize appropriations for worldwide Peace Corps activities in fiscal years 1991 and 1992, to amend the Foreign Assistance Act of 1961 to establish a Development Fund for Africa, to authorize further United States contributions to the International Development Association, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2944,gold,True,0,111
Lena H.,119_h.r.2458,119,hr,House,H.R. 2458,"To amend the Secure and Trusted Communications Networks Act of 2019 to prohibit the Federal Communications Commission from granting a license or United States market access for a geostationary orbit satellite system or a nongeostationary orbit satellite system, or an authorization to use an individually licensed earth station or a blanket-licensed earth station, if the license, grant of market access, or authorization would be held or controlled by an entity that produces or provides any covered communications equipment or service or an affiliate of such an entity, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2458,test_119,False,,112
Lena H.,119_s.777,119,s,Senate,S. 777,"A bill to require the Secretary of Defense and the Secretary of State to monitor efforts by the People's Republic of China to build or buy strategic foreign ports, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/777,test_119,False,,113
Lena H.,119_s.1883,119,s,Senate,S. 1883,"A bill to require the executive branch to develop a whole-of-government strategy to disrupt growing cooperation among the People's Republic of China, the Russian Federation, the Islamic Republic of Iran, and the Democratic People's Republic of Korea, which are the foremost adversaries of the United States, and mitigate the risks posed to the United States.",https://www.congress.gov/bill/119th-congress/senate-bill/1883,test_119,False,,114
Lena H.,119_s.2424,119,s,Senate,S. 2424,"A bill to require a report of, and a strategy to combat, arms sales of the Government of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2424,test_119,False,,115
Lena H.,119_h.res.242,119,hres,House,H.Res. 242,"Providing for consideration of the joint resolution (H.J. Res. 24) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers""; providing for consideration of the joint resolution (H.J. Res. 75) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of Energy Efficiency and Renewable Energy, Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers""; and providing for consideration of the bill (H.R. 1048) to amend the Higher Education Act of 1965 to strengthen disclosure requirements relating to foreign gifts and contracts, to prohibit contracts between institutions of higher education and certain foreign entities and countries of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-resolution/242,test_119,False,,116
Lena H.,110_h.r.4471,110,hr,House,H.R. 4471,To suspend temporarily the duty on certain acrylic synthetic staple fiber.,https://www.congress.gov/bill/110th-congress/house-bill/4471,train_neg,False,,117
Lena H.,119_h.r.6105,119,hr,House,H.R. 6105,"To revoke security clearances for former personnel of the Department of Defense who engage in lobbying activities on behalf of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6105,test_119,False,,118
Lena H.,111_s.1926,111,s,Senate,S. 1926,A bill to extend the temporary suspension of duty on compound of strontium chloroapatite-europium.,https://www.congress.gov/bill/111th-congress/senate-bill/1926,train_neg,False,,119
Lena H.,119_h.r.1023,119,hr,House,H.R. 1023,"To amend the Higher Education Act of 1965 to require disclosure of certain foreign investments within endowments, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1023,test_119,False,,120
Lena H.,119_s.res.40,119,sres,Senate,S.Res. 40,A resolution commemorating the 80th anniversary of the liberation of the Auschwitz extermination camp in Nazi-occupied Poland and International Holocaust Remembrance Day.,https://www.congress.gov/bill/119th-congress/senate-resolution/40,test_119,False,,121
Lena H.,111_s.2087,111,s,Senate,S. 2087,A bill to suspend temporarily the duty on certain power panels specifically designed for wind turbine generators to transfer electric power to and from a utility power grid at 2100 kW at 600 volts with a nominal full load of 2190 amps.,https://www.congress.gov/bill/111th-congress/senate-bill/2087,train_neg,False,,122
Lena H.,119_h.r.953,119,hr,House,H.R. 953,To advance United States long-term trade competitiveness and economic leadership in the Indo-Pacific region.,https://www.congress.gov/bill/119th-congress/house-bill/953,test_119,False,,123
Lena H.,119_s.321,119,s,Senate,S. 321,"A bill to amend title 18, United States Code, to prohibit United States persons from advancing artificial intelligence capabilities within the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/321,test_119,False,,124
Lena H.,110_s.3357,110,s,Senate,S. 3357,A bill to extend the temporary suspension of duty on certain rayon staple fibers.,https://www.congress.gov/bill/110th-congress/senate-bill/3357,train_neg,False,,125
Lena H.,105_h.r.2432,105,hr,House,H.R. 2432,To provide relief for domestic producers of tailored wool apparel from increased imports of such apparel from Canada.,https://www.congress.gov/bill/105th-congress/house-bill/2432,train_neg,False,,126
Lena H.,103_h.r.2452,103,hr,House,H.R. 2452,Relating to the tariff treatment of certain agglomerated cork products.,https://www.congress.gov/bill/103rd-congress/house-bill/2452,train_neg,False,,127
Lena H.,119_s.1778,119,s,Senate,S. 1778,"A bill to direct the Attorney General to prepare a report on the Department of Justice activities related to countering Chinese national security threats, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1778,test_119,False,,128
Lena H.,119_h.r.3565,119,hr,House,H.R. 3565,To provide for a limitation on the transfer of defense articles and defense services to Israel.,https://www.congress.gov/bill/119th-congress/house-bill/3565,test_119,False,,129
Lena H.,119_h.r.3961,119,hr,House,H.R. 3961,"To prohibit the Secretary of Defense from entering into software source code contracts with entities with certain relationships with China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3961,test_119,False,,130
